asia,tub,smoke,lung,bronc,either,xray,dysp
1.4512128830523745,0.9832765705996159,-0.06601377969776821,0.21572414050788036,-1.2487488826103426,0.7488327504117316,1.0154654644781154,-1.5766928143193153
1.1489830306670143,0.013174006704042784,-0.7497114037101181,-1.4846063744535618,1.1742304143754985,-0.17628685678703404,0.38006485436507453,1.9446443957586932
0.4843711486606941,-0.3658947970237934,1.3957539914176016,0.6267947788579562,2.1141432218574754,-0.06679211679049842,-0.4746344100506737,1.6265434277677335
-0.4783294089358213,-0.598184172025874,-0.3999257224749009,-1.143538552245091,-0.9225581345488535,-1.0211053472464384,-2.1617088746131476,0.1446962846307731
0.06442363628000804,1.22852894021836,0.1495108027862978,-1.9609453052644406,-0.737754454921503,-1.2080000215894915,0.20446034624924359,-1.408436769860514
1.6080665901392568,-0.16722484782366664,0.6078152546634387,-0.6281594371636068,0.02079351897924986,-0.018959615806303343,0.9834297332994063,-1.6285505329720056
0.04542933072294967,0.8745818110024708,1.7485898261750252,-0.2996974045711712,2.891679929973448,0.7613875548141745,0.8745131445645253,1.1153724887489964
0.30413972169476344,1.1264800825308372,-1.5173619266766278,-1.4624478960142517,4.164858891484313,-1.2091906993124246,-1.4075228589181727,1.0352025959857216
0.8306290285454964,-0.9261436550595823,0.2424520942834914,0.19424118400949497,2.203362342637471,-0.6317576584640243,0.1843287480223168,0.916490065815839
1.6464609354230921,0.5322761303477705,-0.9136624328586072,-1.985694249199949,2.7125911632132667,-0.6438335668470747,-0.024237937701311885,0.2678250602501959
-0.9917685419279747,-1.4060437754211104,1.9188959786204256,0.32337167919034615,3.3401528182525015,-0.36689036487083326,0.822910959803694,0.5575645018357482
-0.7986578562105701,-0.903776328629425,-1.2562979661374918,-1.0704732205673915,2.145718589242734,-1.008693764791053,-0.9681785978679561,0.5987418028104117
0.5906001611527645,-0.7773787312330231,0.9610938654530367,0.10189039594981508,1.0533461554099683,-1.6679854069731772,-0.9096279399177998,0.4580101740589628
-0.7853198300049923,-0.5561859679755156,-0.03186619771692098,-0.41082726678869713,1.0455020136796938,0.49951420271845526,-0.04201395190797941,3.677737353250359
0.3899019126610515,-0.7298782072511505,-1.50980336636983,-1.148994972734172,2.1231654307795744,-2.8280580751708913,0.16258884511060756,1.6589334841974703
-1.2860882383723362,-0.7529783047121255,-1.180096436101715,-2.203775938174137,0.9389769645524655,-1.1355502901891112,-0.14740531302103432,1.3220866960362343
-0.1043077494353649,0.2434502682870013,-0.466582347208351,0.34714015084004807,0.30423753284253174,1.189222183579961,2.308007726686931,0.34800910187879386
0.468135589167818,1.6856566242605078,-0.08391071277167664,0.2249903275928994,-0.9634132390867419,-0.5883784172395219,0.030092550030600962,1.0058301897650797
1.982980597755783,2.398488133278425,0.8209129102415842,-0.007735363509364213,0.4413384909374399,2.0311012072738883,1.284013130010393,1.9230372526695996
0.4926370429678618,1.81335337628475,0.09008833715110862,1.981974601940054,2.4924087193010793,2.5710143984829976,1.112538446124576,1.334783887937743
