A,B,C,D
-1.9213048821884702,-3.7651934837784258,3.4817102951882193,-2.3281693160365897
0.22427666909802538,0.7220508650234958,-1.0985775726603568,-0.41650409749723905
-2.0627062571666643,-2.137796255651044,5.581270512651743,-0.7164554465454336
0.22862536476581743,-0.4773227669490877,1.0182695155859482,0.21893259264317372
-0.9368647306576574,-1.2576937423993337,1.9072831405372708,-1.9870740927534434
0.48976215685362123,2.6169288022299724,1.306558204851661,1.096264880557633
-2.510934248980361,0.5216537683105342,6.249088919748579,-1.5664042001269038
-0.7490225068333248,-1.0345848911363598,2.399007221613026,-1.4707041015207678
0.8938109810067043,-0.5049058298635597,1.6880057118201874,-0.8594551087537717
0.7182882015103113,0.13426018139362045,0.8389383040092431,0.1931596732084519
-1.1599254919314619,-0.8723610759919107,1.3572897225320677,-0.9797329802607869
-0.8126597263790429,-1.5823499348245256,2.0635323068158304,-2.3442174331974694
0.20457161478357,-0.27290179540087933,-0.29976948748631027,0.7611408714522546
-1.0786515528348837,-1.8569020078409222,0.5206397124746298,-3.039731187400065
1.1124458240400414,-1.1688740262635886,0.4536033813753442,0.7349044321785527
0.5628259420718486,0.730637407048343,1.8891697502694649,3.1799019786394123
0.2864263896915866,1.1962767056066037,-0.3861707704635161,0.1348589446724425
0.2117889951443807,-0.07853821221422733,1.7255502481595613,-1.450164157617995
-0.7891309798607454,-0.4435944085757584,0.9894372803209883,0.892855148576222
-0.5053690430419875,0.2943522649182371,0.8176745092014577,-0.9814964290176686
-0.3241869906061127,0.0148584118841118,0.8071077833799306,-0.1992167008651991
-0.35724747042138183,-0.8499388843648464,1.113017511935292,-0.10032467656351046
0.6799179020622996,1.0872122335177825,-1.907200176675261,-0.9920784332916712
0.530161280474918,-0.5847754376287663,0.43450600920297533,-0.9013011991911554
-1.0005829975301954,-0.719320465834364,0.23539882800098721,-1.0419028517663198
-1.13211194669911,-2.6608305731643256,2.1449812130836605,0.08936656718438563
1.1070470489025102,0.01523841341282739,0.13363480017849017,1.2833958357803568
-1.2807194859433528,0.37870834265886777,4.116960680244029,-1.9378515389017357
-0.8505846389152002,0.839012591919125,0.08865600215415248,-0.47265813090259384
0.017815508874347814,0.32460037356386096,2.409401452181202,0.5940867397696922
-0.3189157995078913,-0.08839658845074091,-0.04643280430159262,-2.355149439173309
1.0349541553998967,0.7454431201147047,1.8073137148620106,0.8395489495681481
0.2678664293107842,0.8049957535638466,-0.25651056795059424,-0.4481381413130284
-0.1315364019816375,-0.015112158688843302,1.367760898246702,0.8746219715905924
-0.3763736385335226,1.8144969477784847,-0.7251005490237978,-1.7606186440203755
1.3074085095771784,-0.061783645646004914,2.0004322760732856,0.6352820841345435
-1.2424236467196539,-1.3102493314538346,1.0397654776455272,-1.504862545126051
0.42369128308026416,0.5310191735134325,-0.23239398281122722,-0.8477079697803718
0.09037645213596329,-0.6843575706481074,0.4738449339621759,-0.8696873455066615
-1.89032587646183,-2.234375818971882,4.980821083152452,-0.33369906443527364
0.5251282660507673,1.0925207878522478,0.896224229427971,0.2957083537282651
0.6868282223328781,1.4379849889601257,0.4485625284230178,0.7033854531067478
-1.0914944240394813,-0.7778448559135833,1.0513241704550316,-0.7760352552746035
-0.5674551625641657,-1.567749565284571,-0.012877344399073398,-0.5958876339301353
0.8399991113308307,1.0805118137515914,1.9018878201536356,-0.03222460991923104
-0.16472246459198447,1.3327869300590232,0.39328542808042344,0.26920974578221224
0.6195705136961113,-0.007672400337436325,1.4373595375711756,1.042761170705684
-0.5126066730416458,-0.5134890842512176,1.6012682354783228,-1.9058375403421435
1.029415506237942,-0.34067886606405384,0.34637813564690134,0.8890904071908123
-0.21798492671279882,0.44719551426112303,2.469704747288338,-0.268878750908928
0.4506181241562163,0.3786237245599566,1.4958506551471948,0.3473105585988062
1.9081407263027121,0.32852973806206964,2.838098348048598,1.089846888088042
-0.2355208219937443,0.4708021434599719,1.4651458095461471,-0.3478588317488036
-2.526085785350724,0.11744460740107798,7.4586100947387175,0.05345853293695202
-2.28857180019326,-1.001096652979205,4.781719720966431,-0.4497808428005274
0.3777232824787136,0.13642995151799833,1.029980217947594,0.7603251361091545
0.5743851029198026,-1.7906522522204025,1.3508282895701618,3.4558511120503703
-0.20837776772721087,0.24857080638088822,-0.021570469975507864,0.5611168303892579
0.8585855452771699,-1.0682841540418426,1.8802689811909998,1.2606660392887683
-1.3779892489113068,0.5891267426536025,1.3757106430159571,0.375370465527324
0.753583588914069,0.43118597965068656,1.207333360636457,0.1512587089569648
-0.6168339432320559,-0.5283902338093187,2.6518113732539375,0.31963190487778725
-0.29104045737598616,0.25193560376686425,0.9895309990712808,-1.400256208549218
0.776865714891209,1.5172597542588568,1.3466176977660274,1.06236614738023
-0.22364920949393235,-0.2299803768194552,-0.7394902952358018,-0.11384700236707095
0.5787428207313656,-0.2610662213775691,-0.810271920206008,1.2865524088677447
0.5079898754589539,0.3013087453026767,0.6582198300675821,-0.5609927095228511
0.022548630492433677,-0.36605808488566804,0.005819748288699941,2.184663189184121
-0.9599013731435084,1.2199357317452524,1.9939452239882325,0.7062489861182599
0.8130849953652107,-1.655410194147116,1.2355545295863024,3.1292099968695393
-1.7495426337487392,-1.5285845552279547,2.820555695257786,-3.0171748045915066
-1.5878676522615192,-0.2019172575221584,2.4214205200860666,0.6932861020048576
0.3528264084483814,0.6825784008950408,1.2572604237434137,-1.502124393574212
-0.2516448244213285,-0.1728851016588192,-0.06921025260563009,-0.4478897302681669
1.172594762631098,-0.5796830820410633,1.7069862099815185,0.47900587340566514
0.7797939990936957,0.9043306543804991,-0.4754989490881645,0.8190903786257592
0.04395551239497359,-0.012467695696666142,0.30717039428724413,0.6418055961974605
0.5714361921195661,0.8199093101495798,0.6705041366548653,0.19365679432416227
-1.4128921661507174,-0.6876875875849684,1.7586502074140504,-1.5898189311570001
1.1388577337941617,-0.11283885728118115,1.1132165800514702,2.709878295634194
0.449348566870415,2.277263260711899,1.0163638931388992,0.25440197271565934
-0.6125610461855174,-1.115634516258485,-0.47996142266525627,0.31804179867673243
1.0701046720432308,0.44788038346583103,0.37621905076838624,1.4609979074161903
0.7565716007468499,1.5270872018312014,-0.0753718599932286,0.6010938328840555
0.19394471401386296,1.290723462925108,0.1943174765481277,0.19636726851979225
1.662270366729929,2.344260409841973,2.121120705923426,2.164890652507076
0.14454484563951145,1.031818686602523,2.235016818958746,0.34863130194637537
-0.7889606324566706,-0.9712120035624028,2.052954565427421,-1.3963601371934806
0.7892370141939397,1.7708214185671736,-0.3676350322480054,-0.3025025789528466
-0.887528424054545,-0.1718546629238643,-1.5317797197862926,-1.6936814168755938
-1.4456416931962055,-3.539748513384133,2.138421043130111,-1.7598043100459353
1.041733834032928,0.10511367982519115,1.6578395371295749,0.35801777505805177
-1.6542654617909547,-0.5665832009023098,1.057796960097786,-1.2551329520018348
0.8997883486567327,-0.5637289416128598,3.580450521940841,0.7922430724503183
0.1539816571962884,0.8081532886305531,-0.6871481610939173,0.45340948872618503
0.9637355099457219,2.2432815447851233,-0.9523759283686595,-0.441611492920449
0.5926762746789591,-0.4975197815383353,1.880723708858867,-0.07529198182193775
-2.620349418555449,-0.038178161934399046,7.2827784790506,-1.393023514952172
-0.11032772300539194,-1.5765090010540113,-0.6362644171789595,-0.7339495863899009
0.7801912116739018,-0.12207421639952776,1.2842981190508436,0.8729700195200092
0.30103221052719353,-0.1418223237366148,-0.29600835161997974,0.6822481001056817
-1.278269932444185,-1.6191356582139307,2.1355096767864206,-2.0756215142332457
1.3860615865168917,1.5529284743022123,1.358065904358385,1.5636431119022225
0.15133729384379868,0.8450017200519951,1.7428454127695532,0.8162206251463309
1.1907862604560033,2.989472999674987,1.5126290417921693,-0.6530424012015057
-1.562591298838323,-1.656591878073755,-0.2865392018310091,-0.5856113147264906
0.47128053880006726,-0.7073432936033632,-0.45659064716242864,-1.5186578367272943
0.6061745243765608,0.2434574666270518,-0.9786139879518135,3.117953326009662
0.7368979893163391,1.6440607052169653,1.8079879432236805,0.311255949900539
1.813602139282669,0.8041629483223143,2.0953180842659274,-0.5457307874349824
0.08770537299913961,1.7165569306171682,0.7028674323797491,0.20680594235304778
0.7054875108657808,0.35879007796879625,-0.903779031917257,-0.9586455105385476
0.6151270834877361,1.356390697088405,-1.5516342520061026,0.889993313737852
-0.26899955509124407,-1.8645720853298153,1.1569448607286767,-1.6750232051973435
1.4168919606131694,0.16933295406932192,2.183364840857823,1.1710852313916917
0.4320884383148663,-1.2322043728159708,2.079981588801683,1.1657127819719566
0.8026130207840629,1.806920554344627,1.023956830413402,1.0295942957570143
-1.4040753705823246,0.2677841200661283,0.5921577744313484,-0.8768905545099188
-0.6001524082419917,-1.7370221029206123,0.6072810081964732,-1.4297029093679883
1.6282417542312921,0.1888522370147775,2.828034178714941,0.5406695999484298
-1.4271176613020882,-0.5081499053524213,-0.8170362531590425,-1.068519283914222
-0.8198824188076799,-0.7072915491736256,1.521483890112692,-0.45632583683976824
-0.7213799932032589,0.3194668255277676,-0.20659707068529498,0.26408955154179714
-0.05490911588296421,0.27289700737543426,0.026811711238621007,-0.15806302994458654
0.5533783398416379,-0.053092401856240534,-0.3730190861771151,0.5195657387646322
-0.8227549765661046,-2.779245394607341,-1.0427749156761,-0.28672812000122966
-1.2792168572066054,-1.8339680884115137,1.3252298097620723,-2.7825313094529367
-0.33003493923613586,-0.030041401280550495,1.611704696073026,-0.35104752194068894
-0.6106264663716456,0.865481737566294,-0.6743560149414073,-1.5213029580452206
-0.4790871246777966,-1.0058284184304562,-1.5101827606333678,0.7192037373078031
0.25291007982528013,-1.5696735230865506,0.16607508647717417,1.3833382593906591
-1.803247541620816,1.4296498711488623,2.430063043226076,0.39101460004244504
1.4684679803242267,1.5404617606539746,1.0168929239575286,0.08793571126278255
1.6755418863996179,1.2758536132272889,5.883350093166701,1.467456355684184
0.7625516238546904,-0.10250317556307076,-0.12233483099762765,0.9783666475311613
1.62040035723893,1.0380773041068632,3.009512432858049,0.21126314190206308
0.9493490025338693,1.1832159152167578,1.5191103238143935,3.381213568605259
-0.09939680894678837,0.5286695335567031,-0.6458101840473773,-1.017600819397659
0.7569307187261624,0.6018149885007402,0.17493515368573215,0.553818620565815
-0.6525752467828612,0.5986271154393743,-1.1608453840506665,-1.2891496480157336
0.3988210681418443,0.24456231499918007,0.6777943051347373,-0.13327603513584552
-0.4001806895835748,1.5759639664427803,-0.6682244206928748,1.9201012382123837
-1.0630817566172424,-0.0519625450619009,2.5014835802930637,-0.9760133217071543
0.07667800911959773,0.6873405629938263,-0.43654239183898785,-0.01951503173047256
0.4411495422555866,0.46470725979647554,1.9463416948437877,0.6476376614353101
0.28149395166060437,0.8855413610207784,-1.0978795965340367,0.36905988919704064
-1.29577263594007,-0.32492988240697296,1.4603682158116729,-0.6256319293112271
-0.12676064886409663,-2.7099099643484585,0.45463671128223826,-0.8170604929401035
-0.8415989575196875,-0.4681158002982361,0.44026459238649346,2.530232832393205
0.13393334224698852,0.17008685163664522,-0.3444094829578784,-0.7102110723772395
0.37350402403036775,0.14295059809822272,-0.6842969760718557,-0.22886903661599495
1.1243719955427156,1.2499556182406892,1.505473356321495,0.212976115912351
0.9818300822020992,1.9581502316277497,1.1786364498563906,-0.8013856983535182
-1.0288993534291653,-0.8816424849031795,0.15196948651875963,-0.8908749261026271
-0.21585729353498595,-0.9388463193583323,-1.2147368330573238,0.160168045856662
-0.47414577487436965,-0.033219972105742956,1.5373460321128545,0.46874909545722204
0.03471674601590584,1.7048130042672802,0.6935727381652249,0.3821365591098207
0.007736065408503179,0.8102595217024257,0.1091855071192626,-0.6495075107697269
0.7127854319740144,1.7979189705337082,-2.1308862405813103,-1.1954581014554255
-0.5990737048570333,-0.06751893174643914,0.9816945145974892,-0.26871810105986094
0.4149229257960259,1.7882687075978172,-0.47726598463930126,0.8286742887358445
1.2186436290388245,1.2653239100743319,2.810870867423133,-0.31296426648394815
1.114507254928108,0.8543399104414954,-0.20078926464052205,0.7686944660646133
-1.953802359940742,-0.9716022058130606,3.0061063515737914,0.08425588865563549
-0.18980086255612152,-0.1251513192689994,-1.1288663139893893,-1.6628176127284027
-1.5123328124135225,-0.5829408195139631,2.9833791581386735,-3.21443766274906
0.2814977941595981,-0.6870646619771941,1.2029549490008256,-0.9003706289533007
0.10922906883253096,-0.4603508052672792,-0.055026587207334866,-1.9674808754318425
0.7116520905416192,0.0331087930441748,0.033139953577010994,2.0424452665001582
